INDIKATOR_GRUPPE,INDIKATOR_BEZEICHNUNG,INDIKATOR_AUSPRAEGUNG,INDIKATOR_WERT,BASISWERT_1,BASISWERT_2,BASISWERT_3,BASISWERT_4,BASISWERT_5,NAME_BASISWERT1,NAME_BASISWERT2,NAME_BASISWERT3,NAME_BASISWERT4,NAME_BASISWERT5,JAHR,GLIEDERUNG,NUMMER,NAME
Wahlen,Wahlbeteiligung,Stadtratswahl,"48,1",7316,15202,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Stadtratswahl,"56,4",11695,20754,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Stadtratswahl,"45,0",16833,37386,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Landtagswahl,"57,0",13843,24272,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Stadtratswahl,"38,9",17079,43865,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Stadtratswahl,"45,6",16017,35098,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Stadtratswahl,"42,8",14713,34342,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Stadtratswahl,"51,3",14026,27359,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Landtagswahl,"55,7",19104,34298,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Landtagswahl,"60,1",34169,56855,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Landtagswahl,"56,4",16886,29939,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Landtagswahl,"56,1",23608,42117,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Stadtratswahl,"47,3",17930,37943,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Stadtratswahl,"47,6",471553,989782,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Gesamtstadt,#100,Stadt München
Wahlen,Wahlbeteiligung,Stadtratswahl,"51,2",16881,32968,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,20,20 Hadern
Wahlen,Wahlbeteiligung,Stadtratswahl,"47,7",18225,38226,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Landtagswahl,"52,6",17418,33114,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Landtagswahl,"55,3",19149,34650,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Landtagswahl,"60,6",22936,37865,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Landtagswahl,"61,5",12078,19629,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Landtagswahl,"52,5",7748,14761,,,,Wähler_innen bei der Landtagswahl,alle Wahlberechtigte,,,,2008,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,4",26135,34222,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,3,03 Maxvorstadt
Wahlen,Wahlbeteiligung,Bundestagswahl,"73,9",31762,42957,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Bundestagswahl,"71,5",24814,34683,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Bundestagswahl,"69,1",43033,62274,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,16,16 Ramersdorf - Perlach
Wahlen,Wahlbeteiligung,Bundestagswahl,"77,8",10376,13343,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Europawahl,"39,6",24815,62605,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,16,16 Ramersdorf - Perlach
Wahlen,Wahlbeteiligung,Europawahl,"41,2",6329,15372,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Bundestagswahl,"66,8",22107,33114,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Bundestagswahl,"64,4",23542,36549,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Europawahl,"41,8",10764,25765,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Europawahl,"41,9",14746,35175,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Europawahl,"36,6",12129,33166,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Bundestagswahl,"75,6",28632,37849,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,5,05 Au - Haidhausen
Wahlen,Wahlbeteiligung,Europawahl,"36,0",13196,36674,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Europawahl,"39,2",9797,24978,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,14,14 Berg am Laim
Wahlen,Wahlbeteiligung,Europawahl,"45,3",8954,19759,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Europawahl,"43,2",387606,896685,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Gesamtstadt,#100,Stadt München
Wahlen,Wahlbeteiligung,Europawahl,"44,9",13817,30767,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Europawahl,"46,5",20447,43961,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,4,04 Schwabing - West
Wahlen,Wahlbeteiligung,Europawahl,"44,3",15227,34358,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,18,18 Untergiesing - Harlaching
Wahlen,Wahlbeteiligung,Bundestagswahl,"72,4",18599,25703,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,7",29984,39094,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Europawahl,"43,1",18552,43052,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Bundestagswahl,"75,8",45514,60045,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,9,09 Neuhausen - Nymphenburg
Wahlen,Wahlbeteiligung,Bundestagswahl,"75,9",23271,30646,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Bundestagswahl,"73,4",657183,895087,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Gesamtstadt,#100,Stadt München
Wahlen,Wahlbeteiligung,Bundestagswahl,"74,2",22751,30650,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,20,20 Hadern
Wahlen,Wahlbeteiligung,Bundestagswahl,"71,3",10989,15413,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,3",15054,19735,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,5",33519,43805,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,4,04 Schwabing - West
Wahlen,Wahlbeteiligung,Bundestagswahl,"69,6",20980,30136,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,10,10 Moosach
Wahlen,Wahlbeteiligung,Bundestagswahl,"71,7",25158,35084,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Europawahl,"47,4",21302,44976,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,21,21 Pasing - Obermenzing
Wahlen,Wahlbeteiligung,Bundestagswahl,"77,2",41389,53581,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,13,13 Bogenhausen
Wahlen,Wahlbeteiligung,Bundestagswahl,"68,0",16920,24871,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,14,14 Berg am Laim
Wahlen,Wahlbeteiligung,Europawahl,"39,0",11662,29906,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Europawahl,"46,2",24835,53712,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,13,13 Bogenhausen
Wahlen,Wahlbeteiligung,Europawahl,"46,8",6252,13372,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Europawahl,"46,0",27560,59975,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,9,09 Neuhausen - Nymphenburg
Wahlen,Wahlbeteiligung,Europawahl,"46,0",26420,57384,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Bundestagswahl,"74,4",18470,24836,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Bundestagswahl,"75,7",43381,57296,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Europawahl,"44,3",17242,38905,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Europawahl,"41,7",14498,34805,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Bundestagswahl,"74,5",25535,34264,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,18,18 Untergiesing - Harlaching
Wahlen,Wahlbeteiligung,Bundestagswahl,"69,3",20715,29886,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,7",34553,45051,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,21,21 Pasing - Obermenzing
Wahlen,Wahlbeteiligung,Europawahl,"38,9",11790,30286,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,10,10 Moosach
Wahlen,Wahlbeteiligung,Europawahl,"45,1",15465,34284,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,3,03 Maxvorstadt
Wahlen,Wahlbeteiligung,Europawahl,"44,5",11041,24809,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Europawahl,"45,1",17114,37972,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,5,05 Au - Haidhausen
Wahlen,Wahlbeteiligung,Europawahl,"44,5",13652,30667,,,,Wähler_innen bei der Europawahl,alle Wahlberechtigte,,,,2009,Stadtbezirk,20,20 Hadern
