INDIKATOR_GRUPPE,INDIKATOR_BEZEICHNUNG,INDIKATOR_AUSPRAEGUNG,INDIKATOR_WERT,BASISWERT_1,BASISWERT_2,BASISWERT_3,BASISWERT_4,BASISWERT_5,NAME_BASISWERT1,NAME_BASISWERT2,NAME_BASISWERT3,NAME_BASISWERT4,NAME_BASISWERT5,JAHR,GLIEDERUNG,NUMMER,NAME
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,3",673010,837846,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Gesamtstadt,#100,Stadt München
Wahlen,Wahlbeteiligung,Bundestagswahl,"77,0",9880,12831,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Stadtratswahl,"50,3",21178,42106,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,4,04 Schwabing - West
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"51,0",461898,905748,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Gesamtstadt,#100,Stadt München
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"56,4",25017,44374,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,21,21 Pasing - Obermenzing
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,0",31357,39205,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"51,4",18116,35274,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,18,18 Untergiesing - Harlaching
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"55,3",16793,30355,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,20,20 Hadern
Wahlen,Wahlbeteiligung,Stadtratswahl,"53,4",29450,55150,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,13,13 Bogenhausen
Wahlen,Wahlbeteiligung,Stadtratswahl,"55,9",18886,33792,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"48,2",6841,14200,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"55,4",14796,26711,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"43,4",6692,15416,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"53,4",29450,55150,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,13,13 Bogenhausen
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"50,4",33753,67003,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,16,16 Ramersdorf - Perlach
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"49,3",12233,24793,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Stadtratswahl,"56,4",25017,44374,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,21,21 Pasing - Obermenzing
Wahlen,Wahlbeteiligung,Bundestagswahl,"79,2",27198,34340,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"44,1",17323,39252,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Stadtratswahl,"43,4",6692,15416,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,8,08 Schwanthalerhöhe
Wahlen,Wahlbeteiligung,Stadtratswahl,"52,3",31414,60094,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,9,09 Neuhausen - Nymphenburg
Wahlen,Wahlbeteiligung,Stadtratswahl,"50,6",16037,31689,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,10,10 Moosach
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"50,6",16037,31689,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,10,10 Moosach
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"49,4",17302,35046,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"46,5",14774,31767,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,3,03 Maxvorstadt
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"47,5",14598,30713,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Stadtratswahl,"50,4",33753,67003,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,16,16 Ramersdorf - Perlach
Wahlen,Wahlbeteiligung,Stadtratswahl,"55,4",14796,26711,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Stadtratswahl,"47,5",14598,30713,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Bundestagswahl,"84,0",15432,18372,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Bundestagswahl,"82,5",24007,29083,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,20,20 Hadern
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"52,3",31414,60094,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,9,09 Neuhausen - Nymphenburg
Wahlen,Wahlbeteiligung,Stadtratswahl,"49,3",12233,24793,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Stadtratswahl,"46,9",14643,31221,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"48,4",18308,37796,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,5,05 Au - Haidhausen
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"51,3",18126,35320,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"58,1",11190,19271,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Stadtratswahl,"48,1",20704,43005,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,9",45258,55965,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,9,09 Neuhausen - Nymphenburg
Wahlen,Wahlbeteiligung,Stadtratswahl,"44,1",17323,39252,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Stadtratswahl,"48,2",6841,14200,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Stadtratswahl,"55,3",16793,30355,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,20,20 Hadern
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,9",30935,38225,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,4,04 Schwabing - West
Wahlen,Wahlbeteiligung,Bundestagswahl,"78,7",23331,29653,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,10,10 Moosach
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,9",10340,12785,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,1,01 Altstadt - Lehel
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,3",26459,32943,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,18,18 Untergiesing - Harlaching
Wahlen,Wahlbeteiligung,Bundestagswahl,"78,5",48723,62103,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,16,16 Ramersdorf - Perlach
Wahlen,Wahlbeteiligung,Bundestagswahl,"73,9",25627,34686,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,11,11 Milbertshofen - Am Hart
Wahlen,Wahlbeteiligung,Bundestagswahl,"83,1",45655,54970,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Bundestagswahl,"83,6",35446,42404,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,21,21 Pasing - Obermenzing
Wahlen,Wahlbeteiligung,Stadtratswahl,"51,4",18116,35274,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,18,18 Untergiesing - Harlaching
Wahlen,Wahlbeteiligung,Stadtratswahl,"58,1",11190,19271,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,23,23 Allach - Untermenzing
Wahlen,Wahlbeteiligung,Stadtratswahl,"49,4",17302,35046,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Stadtratswahl,"51,3",18126,35320,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Bundestagswahl,"79,5",26197,32938,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,7,07 Sendling - Westpark
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"55,9",18886,33792,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Stadtratswahl,"49,3",12950,26258,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,14,14 Berg am Laim
Wahlen,Wahlbeteiligung,Stadtratswahl,"48,4",18308,37796,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,5,05 Au - Haidhausen
Wahlen,Wahlbeteiligung,Stadtratswahl,"50,8",18554,36512,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Bundestagswahl,"84,9",27353,32201,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,15,15 Trudering - Riem
Wahlen,Wahlbeteiligung,Bundestagswahl,"76,4",25059,32801,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,24,24 Feldmoching - Hasenbergl
Wahlen,Wahlbeteiligung,Stadtratswahl,"46,5",14774,31767,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,3,03 Maxvorstadt
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"50,3",21178,42106,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,4,04 Schwabing - West
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,1",18088,22575,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,6,06 Sendling
Wahlen,Wahlbeteiligung,Bundestagswahl,"81,1",20840,25691,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,22,22 Aubing - Lochhausen - Langwied
Wahlen,Wahlbeteiligung,Bundestagswahl,"77,4",18809,24298,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,14,14 Berg am Laim
Wahlen,Wahlbeteiligung,Stadtratswahl,"55,0",32220,58630,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"49,3",12950,26258,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,14,14 Berg am Laim
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"46,9",14643,31221,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,2,02 Ludwigsvorstadt - Isarvorstadt
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,0",27258,34072,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,5,05 Au - Haidhausen
Wahlen,Wahlbeteiligung,Bundestagswahl,"83,8",43434,51803,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,13,13 Bogenhausen
Wahlen,Wahlbeteiligung,Bundestagswahl,"77,0",21625,28095,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,17,17 Obergiesing
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"48,1",20704,43005,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,12,12 Schwabing - Freimann
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"55,0",32220,58630,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,19,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln
Wahlen,Wahlbeteiligung,Oberbürgermeisterwahl,"50,8",18554,36512,,,,Wähler_innen bei der Oberbürgermeisterwahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,25,25 Laim
Wahlen,Wahlbeteiligung,Bundestagswahl,"80,8",23014,28483,,,,Wähler_innen bei der Bundestagswahl,alle Wahlberechtigte,,,,2002,Stadtbezirk,3,03 Maxvorstadt
Wahlen,Wahlbeteiligung,Stadtratswahl,"51,0",461898,905748,,,,Wähler_innen bei der Stadtratswahl,alle Wahlberechtigte,,,,2002,Gesamtstadt,#100,Stadt München
